Title,id,会場(投稿),開催年度,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,バリアフリー対応の有無,バリアフリー対応策（例）,組織委員会の認証の有無,画像等データの有無,決算額_year,決算額_price
あさくさ高齢者在宅サービスセンター,3120,あさくさ高齢者在宅サービスセンター,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
高齢者向け音楽プログラム開発のためのトレーニング,3123,"東京文化会館 - リハーサル室B",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
発表会「ほくさい音楽博」,3125,回向院,2017,2016,,無し,,無し,,なし,なし
"[2017]ワンダーシード2018関連企画ワークショップ  種から咲かそう！ワンダーフラワー",3127,トーキョーアーツアンドスペース本郷,2017,2017,,有り,英語,無し,,,なし
ワンダーシード2018,3130,トーキョーアーツアンドスペース本郷,2017,2017,,有り,英語,無し,,,なし
"[オープン・スタジオ 2017-2018]2017.7.21 -7.23",3133,トーキョーアーツアンドスペースレジデンシー|トーキョーアーツアンドスペースレジデンシー★重複,2017,2017,,有り,英語,無し,,,なし
大田区立馬込第二小学校,3136,大田区立馬込第二小学校,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
大田区立大森第一小学校,3138,大田区立大森第一小学校,2017,,,有り,英語,無し,,なし,なし
町田市立高ヶ坂小学校,3140,町田市立高ヶ坂小学校,2017,2017,,有り,英語,無し,,なし,なし
北区立赤羽台西小学校,3142,北区立赤羽台西小学校,2017,2017,,有り,英語,無し,,なし,なし
八王子市立恩方第一小学校,3143,八王子市立恩方第一小学校,2017,2017,,有り,英語,無し,,なし,なし
杉並区立済美養護学校,3145,杉並区立済美養護学校,2017,2017,,有り,英語,無し,,なし,なし
品川区立荏原平塚学園,3147,品川区立荏原平塚学園,2017,2017,,有り,英語,無し,,なし,なし
立教女学院小学校,3149,立教女学院小学校,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
豊島区立池袋第三小学校,3151,豊島区立池袋第三小学校,2017,2017,,有り,英語,無し,,なし,なし
江東区立第五大島小学校,3153,江東区立第五大島小学校,2017,2017,,有り,英語,無し,,なし,なし
東京都立南大沢学園,3155,東京都立南大沢学園,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
中野区立鷺宮小学校,3157,中野区立鷺宮小学校,2017,2017,,有り,英語,無し,,なし,なし
目黒区立下目黒小学校,3159,目黒区立下目黒小学校,2017,2017,,有り,英語,無し,,なし,なし
練馬区立早宮小学校,3161,練馬区立早宮小学校,2017,2017,,有り,,無し,,なし,あり・チラシ画像|あり・その他画像
調布市立第一小学校,3163,調布市立第一小学校,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
"[オープン・スタジオ 2017-2018]2017.11.10-11.12",3164,トーキョーアーツアンドスペースレジデンシー|トーキョーアーツアンドスペースレジデンシー★重複,2017,2017,,無し,,無し,,,
葛飾区立本田小学校,3165,葛飾区立本田小学校,2017,2017,,有り,英語,無し,,なし,なし
八王子市立横川小学校,3167,八王子市立横川小学校,2017,2017,,有り,英語,無し,,なし,なし
オペラの登場人物になる！《童子》,3169,"東京文化会館 - リハーサル室B|東京芸術劇場|東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
北区立第四岩淵小学校,3170,北区立第四岩淵小学校,2017,2017,,有り,英語,無し,,なし,なし
板橋区立志村小学校,3172,板橋区立志村小学校,2017,2017,,有り,英語,無し,,なし,なし
"[オープン・スタジオ 2017-2018]2018.3.9-3.11",3174,トーキョーアーツアンドスペースレジデンシー|トーキョーアーツアンドスペースレジデンシー★重複,2017,2017,,有り,英語,無し,,,なし
世田谷区立上北沢小学校,3175,世田谷区立上北沢小学校,2017,2017,,有り,英語,無し,,なし,なし
府中市立日新小学校,3177,府中市立日新小学校,2017,2017,,有り,英語,無し,,なし,なし
オペラの登場人物になる！《合唱・演技》,3179,"東京文化会館 - リハーサル室B|東京芸術劇場|東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
東久留米市立第三小学校,3180,東久留米市立第三小学校,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
東村山市立東萩山小学校,3182,東村山市立東萩山小学校,2017,2017,,有り,英語,無し,,なし,なし
東大和市立第一小学校,3184,東大和市立第一小学校,2017,2017,,有り,英語,無し,,なし,なし
大島町立つばき小学校,3186,大島町立つばき小学校,2017,2017,,有り,英語,無し,,なし,なし
世田谷区立芦花小学校,3189,世田谷区立芦花小学校,2017,2017,,有り,英語,無し,,なし,なし
西東京市立谷戸小学校,3190,西東京市立谷戸小学校,2017,2017,,有り,英語,無し,,なし,なし
葛飾区立保田しおさい学校,3192,葛飾区立保田しおさい学校,2017,2017,,有り,英語,無し,,なし,なし
東京都立八王子特別支援学校,3194,東京都立八王子特別支援学校,2018,2018,,有り,英語,無し,,なし,なし
荒川区立大門小学校,3196,荒川区立大門小学校,2018,2018,,有り,英語,無し,,なし,なし
国立市立国立第五小学校,3198,国立市立国立第五小学校,2018,2018,,有り,英語,無し,,なし,なし
立川市立新生小学校,3200,立川市立新生小学校,2018,2018,,有り,英語,無し,,なし,なし
"ミュージック・プログラム・トーキョーMusic　EducationProgram Talk & lesson",3201,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
八王子市立長沼小学校,3203,,2018,2018,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
青梅市立河辺小学校,3204,青梅市立河辺小学校,2018,2018,,有り,英語,無し,,なし,なし
青梅市立友田小学校,3206,青梅市立友田小学校,2018,2018,,有り,英語,無し,,なし,なし
"TWS-Emerging 2017 Part.1",3208,トーキョーワンダーサイト本郷,2017,2017,,有り,英語,無し,,なし,なし
"TWS-Emerging 2017 Part.2",3210,トーキョーワンダーサイト本郷,2017,2017,,有り,英語,無し,,なし,なし
"TWS-Emerging 2017 Part.3",3211,トーキョーワンダーサイト本郷,2017,2017,,有り,英語,無し,,なし,なし
【2017】東京都江戸東京博物館　演芸プログラム,3213,"東京都江戸東京博物館 - 5F 常設展示室",2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
東京フォーラム《連携と人財育成がヒラク未来》,3214,"東京文化会館 - 小ホール|東京文化会館 - 大会議室|東京文化会館 - 中会議室|東京文化会館 - リハーサル室B",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
首都圏文化施設における教育普及プログラム担当者のための意見交換会,3216,"東京文化会館 - 応接室１",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
【2017】浅草文化観光センター　日本舞踊プログラム,3218,"浅草文化観光センター - 6F",2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
"コハーン・イシュトヴァーン＆中野翔太 デュオ・コンサート",3219,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
平成29年度全国4館連携フォーラム実施報告会,3220,"東京文化会館 - 大会議室|東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"０〜３才児のためのはじめてのステージ 〜クラリネットってなあに？",3222,"調布市グリーンホール - 大ホール",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"小曽根 真ワークショップ「自分でみつける音楽」Vol.5",3226,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
東京都内における特別支援学校コンサート（東京都立青峰学園体育館）,3228,"東京都立青峰学園 ‐ 体育館",2016,2016,,無し,,無し,,なし,なし
オペラの登場人物になる！《合唱・演技》《ダンス》,3230,東京文化会館,2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
東京都内における特別支援学校コンサート（東京都立清瀬特別支援学校）,3231,東京都立清瀬特別支援学校,2016,2016,,無し,,無し,,なし,なし
東京都内における特別支援学校コンサート（東京都立白鷺特別支援学校）,3233,東京都立白鷺特別支援学校,2016,2016,,無し,,無し,,なし,なし
オペラの登場人物になる《工作》,3234,"東京文化会館 - 大会議室|赤坂区民センター - 研修室|東京文化会館 - 小ホール",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"[2017]渋谷自在 ―無限、あるいは自己の領域",3235,トーキョーワンダーサイト渋谷,2017,2017,,有り,英語,無し,,,なし
東京都内における特別支援学校コンサート（東京都立江東特別支援学校）,3238,東京都立江東特別支援学校,2016,2016,,無し,,無し,,なし,なし
練馬区立小竹小学校,3242,練馬区立小竹小学校,2017,2017,,無し,,無し,,なし,なし
"[2017]TWS渋谷 クロージング・イベント",3245,トーキョーワンダーサイト渋谷,2017,2017,,有り,英語,無し,,,なし
大田区立松仙小学校,3246,大田区立松仙小学校,2017,2017,,無し,,無し,,なし,なし
町田市立町田第三小学校,3248,町田市立町田第三小学校,2017,2017,,無し,,無し,,なし,なし
【2017】浅草文化観光センター　長唄三味線プログラム,3250,"浅草文化観光センター - 6F",2017,,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
江東区立大島南小学校,3252,江東区立大島南小学校,2017,2017,,無し,,無し,,なし,なし
台東区立坂本保育園,3254,台東区立坂本保育園,2017,2017,,無し,,無し,,なし,なし
八王子市立上柚木小学校,3256,八王子市立上柚木小学校,2017,2017,,無し,,無し,,なし,なし
江戸川区立鎌田東小学校,3258,江戸川区立鎌田東小学校,2017,2017,,無し,,無し,,なし,なし
葛飾区立堀切中学校,3260,葛飾区立堀切中学校,2017,2017,,無し,,無し,,なし,なし
八王子市立上壱分方小学校,3262,八王子市立上壱分方小学校,2017,2017,,無し,,無し,,なし,なし
新宿区立落合第五小学校,3264,新宿区立落合第五小学校,2017,2017,,無し,,無し,,なし,なし
西東京市立谷戸小学校,3266,西東京市立谷戸小学校,2017,2017,,無し,,無し,,なし,なし
東村山市立秋津小学校,3268,東村山市立秋津小学校,2017,2017,,無し,,無し,,なし,なし
八王子市立由井第一小学校,3270,八王子市立由井第一小学校,2017,2017,,無し,,無し,,なし,なし
北区立王子第二小学校,3272,北区立王子第二小学校,2017,2017,,無し,,無し,,なし,なし
台東区立柏葉中学校,3274,台東区立柏葉中学校,2017,2017,,無し,,無し,,なし,なし
小平市立小平第九小学校,3276,小平市立小平第九小学校,2017,2017,,無し,,無し,,なし,なし
台東区立根岸小学校,3278,台東区立根岸小学校,2017,2017,,無し,,無し,,なし,なし
江東区立つばめ幼稚園,3280,江東区立つばめ幼稚園,2017,2017,,無し,,無し,,なし,なし
江東区立浅間堅川小学校,3282,江東区立浅間堅川小学校,2017,2017,,無し,,無し,,なし,なし
台東区立浅草橋保育園,3284,台東区立浅草橋保育園,2017,2017,,無し,,無し,,なし,なし
荒川区立東日暮里幼稚園,3286,荒川区立東日暮里幼稚園,2017,2017,,無し,,無し,,なし,なし
福生市福生第二小学校,3288,福生市立福生第二小学校,2017,2017,,無し,,無し,,なし,なし
台東区立忍岡小学校,3290,台東区立忍岡小学校,2017,2017,,無し,,無し,,なし,なし
